Chromosome Length: 20
Population Size: 100
Mutation Probability: 0.150000
Crossover Probability: 0.600000
Elitism Rate: 0.150000
Recombination Rate: 0.000000
Additional Parameters:
-crossover_ratio: 0.250000
-gene_mutation_rate: 0.050000
-range_max: 5.120000
-range_min: -5.120000
-relative_mutation_size: 0.050000
-tournament_size: 5.000000


Test size: 100000
Snapshot Period: 1000
Evaluations: 100000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
22000;-0.000001; 0.056509; -1.190389; -0.001424; -0.000883; -0.000553; -0.000015
23000;-0.000001; 0.056473; -1.085698; -0.001247; -0.000766; -0.000477; -0.000008
24000;-0.000000; 0.056554; -1.160782; -0.001096; -0.000670; -0.000413; -0.000008
25000;-0.000001; 0.056468; -1.297001; -0.000970; -0.000590; -0.000360; -0.000008
26000;-0.000001; 0.056582; -1.115255; -0.000864; -0.000522; -0.000316; -0.000008
27000;-0.000001; 0.056315; -1.243234; -0.000772; -0.000463; -0.000279; -0.000008
28000;-0.000001; 0.056342; -1.318130; -0.000693; -0.000414; -0.000247; -0.000006
29000;-0.000001; 0.056371; -1.129348; -0.000626; -0.000371; -0.000220; -0.000004
30000;-0.000001; 0.056347; -1.098132; -0.000569; -0.000335; -0.000197; -0.000001
31000;-0.000001; 0.056439; -1.138149; -0.000518; -0.000302; -0.000177; -0.000001
32000;-0.000002; 0.056416; -1.213253; -0.000473; -0.000274; -0.000160; -0.000000
33000;-0.000001; 0.056428; -1.096189; -0.000434; -0.000249; -0.000144; -0.000000
34000;-0.000001; 0.056421; -1.091248; -0.000398; -0.000228; -0.000131; -0.000000
35000;-0.000001; 0.056374; -1.229251; -0.000366; -0.000209; -0.000119; -0.000000
36000;-0.000001; 0.056366; -1.246240; -0.000338; -0.000192; -0.000109; -0.000000
37000;-0.000001; 0.056314; -1.185314; -0.000312; -0.000177; -0.000100; -0.000000
38000;-0.000002; 0.056218; -1.131320; -0.000290; -0.000163; -0.000092; -0.000000
39000;-0.000001; 0.056360; -1.180425; -0.000270; -0.000150; -0.000084; -0.000000
40000;-0.000000; 0.056287; -1.199867; -0.000251; -0.000140; -0.000078; -0.000000
41000;-0.000001; 0.056389; -1.292425; -0.000234; -0.000130; -0.000072; -0.000000
42000;-0.000001; 0.056323; -1.174156; -0.000219; -0.000121; -0.000067; -0.000000
43000;-0.000001; 0.056247; -1.109099; -0.000205; -0.000113; -0.000062; -0.000000
44000;-0.000001; 0.056147; -1.288612; -0.000192; -0.000105; -0.000058; -0.000000
45000;-0.000001; 0.056412; -1.114838; -0.000181; -0.000099; -0.000054; -0.000000
46000;-0.000001; 0.056337; -1.203698; -0.000170; -0.000092; -0.000050; -0.000000
47000;-0.000001; 0.056393; -1.409258; -0.000160; -0.000087; -0.000047; -0.000000
48000;-0.000001; 0.056388; -1.147151; -0.000151; -0.000082; -0.000044; -0.000000
49000;-0.000001; 0.056382; -1.160853; -0.000143; -0.000077; -0.000041; -0.000000
50000;-0.000001; 0.056223; -1.084507; -0.000135; -0.000073; -0.000039; -0.000000
51000;-0.000001; 0.056332; -1.197664; -0.000128; -0.000069; -0.000036; -0.000000
52000;-0.000001; 0.056209; -1.175400; -0.000122; -0.000065; -0.000034; -0.000000
53000;-0.000001; 0.056318; -1.067277; -0.000116; -0.000062; -0.000032; -0.000000
54000;-0.000001; 0.056327; -1.134337; -0.000110; -0.000058; -0.000030; -0.000000
55000;-0.000001; 0.056328; -1.108443; -0.000105; -0.000055; -0.000029; -0.000000
56000;-0.000001; 0.056293; -1.151820; -0.000100; -0.000053; -0.000027; -0.000000
57000;-0.000002; 0.056327; -1.213382; -0.000095; -0.000050; -0.000026; -0.000000
58000;-0.000001; 0.056273; -1.202238; -0.000091; -0.000047; -0.000024; -0.000000
59000;-0.000001; 0.056264; -1.055972; -0.000087; -0.000045; -0.000023; -0.000000
60000;-0.000001; 0.056297; -1.181958; -0.000083; -0.000043; -0.000022; -0.000000
61000;-0.000001; 0.056367; -1.240477; -0.000079; -0.000041; -0.000021; -0.000000
62000;-0.000001; 0.056295; -1.134254; -0.000076; -0.000039; -0.000020; -0.000000
63000;-0.000001; 0.056416; -1.179741; -0.000073; -0.000037; -0.000019; -0.000000
64000;-0.000001; 0.056269; -1.228458; -0.000070; -0.000036; -0.000018; -0.000000
65000;-0.000001; 0.056285; -1.182494; -0.000067; -0.000034; -0.000017; -0.000000
66000;-0.000001; 0.056227; -1.264237; -0.000064; -0.000033; -0.000017; -0.000000
67000;-0.000001; 0.056316; -1.114250; -0.000062; -0.000032; -0.000016; -0.000000
68000;-0.000001; 0.056378; -1.152520; -0.000060; -0.000030; -0.000015; -0.000000
69000;-0.000000; 0.056360; -1.235076; -0.000057; -0.000029; -0.000014; -0.000000
70000;-0.000001; 0.056299; -1.169197; -0.000055; -0.000028; -0.000014; -0.000000
71000;-0.000002; 0.056182; -1.172186; -0.000053; -0.000027; -0.000013; -0.000000
72000;-0.000001; 0.056332; -1.262615; -0.000051; -0.000026; -0.000013; -0.000000
73000;-0.000001; 0.056354; -1.099094; -0.000049; -0.000025; -0.000012; -0.000000
74000;-0.000001; 0.056321; -1.273748; -0.000047; -0.000024; -0.000012; -0.000000
75000;-0.000000; 0.056362; -1.123528; -0.000046; -0.000023; -0.000011; -0.000000
76000;-0.000001; 0.056359; -1.214307; -0.000044; -0.000022; -0.000011; -0.000000
77000;-0.000002; 0.056245; -1.173467; -0.000043; -0.000021; -0.000010; -0.000000
78000;-0.000000; 0.056336; -1.083170; -0.000041; -0.000021; -0.000010; -0.000000
79000;-0.000001; 0.056341; -1.272348; -0.000040; -0.000020; -0.000010; -0.000000
80000;-0.000001; 0.056196; -1.249862; -0.000039; -0.000019; -0.000009; -0.000000
81000;-0.000002; 0.056275; -1.190902; -0.000038; -0.000019; -0.000009; -0.000000
82000;-0.000001; 0.056253; -1.181514; -0.000036; -0.000018; -0.000009; -0.000000
83000;-0.000001; 0.056316; -1.165077; -0.000035; -0.000017; -0.000008; -0.000000
84000;-0.000001; 0.056291; -1.267348; -0.000034; -0.000017; -0.000008; -0.000000
85000;-0.000001; 0.056331; -1.083479; -0.000033; -0.000016; -0.000008; -0.000000
86000;-0.000001; 0.056248; -1.139217; -0.000032; -0.000016; -0.000007; -0.000000
87000;-0.000001; 0.056244; -1.295989; -0.000031; -0.000015; -0.000007; -0.000000
88000;-0.000001; 0.056315; -1.213728; -0.000030; -0.000015; -0.000007; -0.000000
89000;-0.000001; 0.056153; -1.087851; -0.000029; -0.000014; -0.000007; -0.000000
90000;-0.000001; 0.056208; -1.423248; -0.000029; -0.000014; -0.000007; -0.000000
91000;-0.000001; 0.056374; -1.155961; -0.000028; -0.000013; -0.000006; -0.000000
92000;-0.000001; 0.056364; -1.262919; -0.000027; -0.000013; -0.000006; -0.000000
93000;-0.000001; 0.056318; -1.169464; -0.000026; -0.000013; -0.000006; -0.000000
94000;-0.000001; 0.056402; -1.258245; -0.000026; -0.000012; -0.000006; -0.000000
95000;-0.000001; 0.056337; -1.196629; -0.000025; -0.000012; -0.000006; -0.000000
96000;-0.000001; 0.056312; -1.126489; -0.000024; -0.000012; -0.000005; -0.000000
97000;-0.000001; 0.056348; -1.292218; -0.000024; -0.000011; -0.000005; -0.000000
98000;-0.000001; 0.056380; -1.216272; -0.000023; -0.000011; -0.000005; -0.000000
99000;-0.000001; 0.056299; -1.178163; -0.000022; -0.000011; -0.000005; -0.000000
100000;-0.000001; 0.056222; -1.188662; -0.000022; -0.000010; -0.000005; -0.000000
