Chromosome Length: 5
Population Size: 100
Mutation Probability: 0.150000
Crossover Probability: 0.650000
Elitism Rate: 0.050000
Recombination Rate: 0.000000
Additional Parameters:
-crossover_ratio: 0.250000
-gene_mutation_rate: 0.150000
-range_max: 5.120000
-range_min: -5.120000
-relative_mutation_size: 0.100000
-tournament_size: 2.000000


Test size: 100000
Snapshot Period: 1000
Evaluations: 50000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
4000;12.069070;11.613637;0.000055;3.910064;6.868775;20.808056;183.747406
5000;9.092520;9.687813;0.000000;3.412535;5.258430;12.709980;125.582718
6000;6.846030;7.669312;0.000000;3.113737;4.577316;7.061881;90.039879
7000;5.349400;5.863352;0.000001;2.941826;4.239193;5.939878;78.655533
8000;4.461760;4.313084;0.000000;2.862789;4.077327;5.547119;61.000820
9000;3.994360;3.241402;0.000000;2.818622;3.975822;5.352250;50.541790
10000;3.776350;2.588998;0.000000;2.786741;3.953507;5.285891;45.712448
11000;3.666970;2.181859;0.000000;2.776637;3.922623;5.244762;34.727863
12000;3.637300;2.062472;0.000000;2.775923;3.923649;5.231476;34.980183
13000;3.606360;1.961430;0.000000;2.753315;3.914586;5.227552;32.279430
14000;3.604350;1.928852;0.000000;2.762502;3.912590;5.228972;32.545906
15000;3.596420;1.907047;0.000000;2.766367;3.911684;5.218015;31.084936
16000;3.607810;1.897912;0.000000;2.776729;3.919150;5.236132;29.166849
17000;3.597530;1.898006;0.000000;2.765131;3.910841;5.219925;29.000952
18000;3.603760;1.894512;0.000000;2.781548;3.916980;5.232996;15.285822
19000;3.604670;1.900986;0.000000;2.779395;3.913990;5.224042;27.518242
20000;3.593930;1.890371;0.000000;2.771871;3.910377;5.217833;15.859407
21000;3.597940;1.894227;0.000000;2.768573;3.911764;5.207678;14.631112
22000;3.600490;1.890233;0.000000;2.777049;3.919859;5.218038;15.022482
23000;3.599730;1.888652;0.000000;2.775117;3.923674;5.213807;15.588779
24000;3.596120;1.892507;0.000000;2.764671;3.918814;5.223646;15.641440
25000;3.596920;1.895215;0.000000;2.762472;3.916317;5.225014;14.954485
26000;3.596010;1.894473;0.000000;2.766043;3.905045;5.220193;17.978443
27000;3.603110;1.890028;0.000000;2.774496;3.923792;5.228846;16.511284
28000;3.596070;1.891982;0.000000;2.770468;3.913939;5.217971;14.593751
29000;3.600750;1.894839;0.000000;2.765426;3.921059;5.227523;15.817605
30000;3.606860;1.889136;0.000000;2.774455;3.933010;5.230050;14.444163
31000;3.597760;1.891950;0.000000;2.767274;3.911434;5.218455;15.842578
32000;3.601400;1.894886;0.000000;2.777236;3.921139;5.223633;14.995485
33000;3.607780;1.896383;0.000000;2.780056;3.923443;5.227841;14.983589
34000;3.608200;1.896679;0.000000;2.778122;3.931445;5.223298;14.593108
35000;3.616100;1.894395;0.000000;2.783221;3.941197;5.241906;17.802765
36000;3.600440;1.887977;0.000000;2.771877;3.926767;5.229956;15.680857
37000;3.608080;1.895312;0.000000;2.774045;3.923838;5.231773;13.907583
38000;3.603280;1.889933;0.000000;2.777482;3.912795;5.232822;16.412975
39000;3.610570;1.897267;0.000000;2.776062;3.924395;5.237935;14.207085
40000;3.594840;1.889956;0.000000;2.767655;3.911276;5.220945;16.007738
41000;3.592100;1.891558;0.000000;2.760679;3.903306;5.219920;15.685459
42000;3.596110;1.891662;0.000000;2.768368;3.917554;5.217749;14.251557
43000;3.601890;1.895229;0.000000;2.775357;3.920679;5.230363;15.750692
44000;3.607600;1.901822;0.000000;2.767818;3.927253;5.226733;16.288256
45000;3.601390;1.891008;0.000000;2.777642;3.921631;5.226734;14.640325
46000;3.609280;1.891928;0.000000;2.780616;3.923791;5.215314;15.637999
47000;3.593980;1.892637;0.000000;2.768919;3.912928;5.213786;15.871281
48000;3.612070;1.894136;0.000000;2.787686;3.936134;5.231012;15.682135
49000;3.607630;1.898564;0.000000;2.775547;3.919786;5.233794;15.372357
50000;3.592000;1.889948;0.000000;2.768670;3.912599;5.206757;15.378562
