Chromosome Length: 5
Population Size: 100
Mutation Probability: 0.150000
Crossover Probability: 0.650000
Elitism Rate: 0.150000
Recombination Rate: 0.000000
Additional Parameters:
-crossover_ratio: 0.250000
-gene_mutation_rate: 0.150000
-range_max: 600.000000
-range_min: -600.000000
-relative_mutation_size: 0.050000
-tournament_size: 5.000000


Test size: 100000
Snapshot Period: 2000
Evaluations: 100000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
46000;11576.317383;5604.742188;0.000000;7487.503906;11006.469727;15024.527344;45873.472656
48000;11558.949219;5609.816895;0.000000;7454.059082;10972.398438;14996.054688;47524.667969
50000;11540.503906;5585.820801;0.000000;7480.600586;10984.774414;14990.503906;41758.664063
52000;11558.291992;5589.185059;0.000000;7483.489258;10988.095703;14993.675781;47642.496094
54000;11529.640625;5587.774902;0.000000;7459.676270;10942.218750;14972.287109;45120.859375
56000;11556.196289;5608.993652;0.000000;7491.838867;10976.723633;15001.019531;45019.015625
58000;11581.005859;5591.431152;0.000000;7494.813965;11025.530273;15018.883789;48972.492188
60000;11573.631836;5609.152344;0.000000;7484.837891;11003.801758;15038.082031;44142.054688
62000;11578.958008;5607.273926;0.000000;7525.509277;10978.532227;15029.529297;44527.187500
64000;11540.773438;5607.767090;0.000000;7469.607910;10968.026367;14979.119141;45031.714844
66000;11562.374023;5611.045410;0.000000;7465.501953;10992.537109;15016.982422;45916.886719
68000;11542.553711;5604.718262;0.000000;7430.966797;10974.509766;14994.364258;43686.339844
70000;11523.889648;5590.678711;0.000000;7455.222656;10934.447266;14945.052734;55218.757813
72000;11554.855469;5599.482910;0.000000;7467.643066;10973.414063;14995.796875;50880.855469
74000;11572.741211;5609.882324;0.000000;7501.678711;11003.621094;15021.777344;47455.101563
76000;11582.401367;5616.917969;0.000000;7483.019043;11012.466797;15062.828125;46607.535156
78000;11554.606445;5606.041504;0.000000;7467.677734;10960.779297;14994.619141;47137.238281
80000;11556.726563;5606.773926;0.000000;7470.959961;10990.801758;14988.962891;43100.417969
82000;11541.508789;5594.760254;0.000000;7488.216797;10943.680664;14987.035156;42682.031250
84000;11542.541016;5600.101074;0.000000;7439.906250;10948.456055;15029.287109;46737.628906
86000;11562.320313;5605.014160;0.000000;7454.559570;11006.650391;15001.427734;45638.925781
88000;11526.401367;5612.115723;0.000000;7420.163574;10952.483398;14969.082031;43482.144531
90000;11545.967773;5608.648438;0.000000;7449.769531;10975.814453;15016.376953;53167.957031
92000;11531.287109;5622.598145;0.000000;7442.464844;10945.294922;14951.528320;44243.964844
94000;11555.978516;5603.645508;0.000000;7484.597656;10986.310547;14969.390625;46330.761719
96000;11558.775391;5618.846191;0.000000;7457.134766;10971.442383;15013.300781;45234.992188
98000;11545.782227;5604.577637;0.000000;7465.990234;10952.510742;14979.824219;41729.484375
100000;11534.604492;5615.653809;0.000000;7442.125977;10971.663086;15009.484375;46876.578125
