Chromosome Length: 20
Population Size: 100
Mutation Probability: 0.050000
Crossover Probability: 0.650000
Elitism Rate: 0.050000
Recombination Rate: 0.050000
Additional Parameters:
-crossover_ratio: 0.250000
-gene_mutation_rate: 0.100000
-range_max: 5.120000
-range_min: -5.120000
-relative_mutation_size: 0.050000
-tournament_size: 2.000000


Test size: 100000
Snapshot Period: 2000
Evaluations: 100000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
96000;-0.000557;0.097592;-10.377555;-0.001357;-0.000000;-0.000000;-0.000000
98000;-0.000515;0.095892;-6.582768;-0.000906;-0.000000;-0.000000;-0.000000
100000;-0.000486;0.094398;-5.889931;-0.000623;-0.000000;-0.000000;-0.000000
DIVERSITY STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
0;17299.839844;350.483521;15674.020508;17063.404297;17298.609375;17535.738281;18923.996094
2000;20.776520;7.908534;4.931935;15.881007;19.723373;24.834320;131.218048
4000;8.150410;2.036042;2.902335;7.257677;8.430840;9.788906;26.123329
6000;7.533880;1.968471;2.554554;6.689286;7.824899;9.131366;22.827631
8000;7.705790;2.069974;2.559412;6.782532;7.974180;9.346285;28.608433
10000;7.956090;2.158845;2.519049;6.969768;8.202799;9.645096;29.465454
12000;8.200920;2.245828;2.624915;7.155210;8.437225;9.932381;32.162354
14000;8.400150;2.323152;2.338772;7.297636;8.611776;10.156294;44.117474
16000;8.551730;2.358737;1.722193;7.434558;8.771709;10.340624;34.157772
18000;8.691790;2.431995;0.700676;7.529348;8.906489;10.506632;44.369778
20000;8.760040;2.467809;0.430639;7.564740;8.965999;10.593627;35.999245
22000;8.807660;2.477559;0.734152;7.611215;9.020858;10.664700;42.886192
24000;8.824160;2.522041;0.573598;7.605611;9.036360;10.688328;49.209633
26000;8.838130;2.554861;0.492856;7.604092;9.050697;10.737017;54.799530
28000;8.810770;2.590963;0.219499;7.572917;9.034300;10.722253;43.284821
30000;8.794240;2.622603;0.137405;7.567411;9.035273;10.719465;38.380482
32000;8.736140;2.663451;0.310327;7.494688;8.998623;10.704861;37.798023
34000;8.663580;2.706948;0.292534;7.423986;8.948107;10.653006;39.809616
36000;8.576380;2.758832;0.088051;7.329925;8.883042;10.616406;37.239487
38000;8.477090;2.811158;0.004349;7.226629;8.802364;10.554203;51.795986
40000;8.371290;2.882737;0.001967;7.117888;8.739165;10.505337;39.017071
42000;8.238930;2.966566;0.111467;6.965213;8.625978;10.419485;34.235058
44000;8.075900;3.010488;0.013332;6.791301;8.507395;10.314341;38.461369
46000;7.934970;3.077928;0.000000;6.629487;8.386402;10.237822;47.646988
48000;7.743010;3.134567;0.013986;6.418568;8.253027;10.097910;51.280460
50000;7.592420;3.188725;0.055043;6.197770;8.112984;9.991262;61.895592
52000;7.406970;3.238581;0.023249;5.936342;7.957541;9.878854;40.056465
54000;7.232020;3.295123;0.002559;5.667745;7.809984;9.771330;47.648937
56000;7.031390;3.330539;0.013240;5.362845;7.631575;9.631062;41.311768
58000;6.836420;3.384687;0.000000;5.002048;7.451447;9.492743;44.760754
60000;6.619380;3.413785;0.010322;4.617488;7.231945;9.315899;35.979275
62000;6.418300;3.424860;0.000000;4.249641;7.020700;9.183424;32.091339
64000;6.231760;3.450239;0.000000;3.899536;6.796619;9.037728;40.357365
66000;6.023910;3.444495;0.000000;3.622357;6.535621;8.855661;31.631660
68000;5.816940;3.447323;0.000000;3.328532;6.293073;8.668488;29.849493
70000;5.629620;3.453560;0.000000;3.109663;6.016232;8.505337;37.430130
72000;5.432580;3.423655;0.000000;2.910001;5.747718;8.313951;33.159470
74000;5.259460;3.409578;0.001917;2.773103;5.450051;8.141478;34.727726
76000;5.100820;3.404204;0.001651;2.650635;5.197720;7.989934;35.354416
78000;4.916700;3.362944;0.000000;2.545298;4.880229;7.761209;32.221703
80000;4.744890;3.333392;0.000000;2.442016;4.567040;7.561704;54.395638
82000;4.603610;3.318009;0.000000;2.352765;4.311469;7.385535;47.974850
84000;4.425080;3.260562;0.000000;2.274683;4.033145;7.145313;29.774366
86000;4.247390;3.203673;0.000000;2.189986;3.768926;6.888433;32.605564
88000;4.093410;3.143946;0.001020;2.139832;3.561731;6.650978;44.838181
90000;3.955070;3.090703;0.000000;2.087700;3.403974;6.389224;24.250244
92000;3.827740;3.053009;0.000000;2.036470;3.264110;6.139750;32.880356
94000;3.701360;2.982171;0.000000;2.004072;3.145772;5.883650;31.889673
96000;3.595650;2.948189;0.000000;1.965104;3.052117;5.670331;55.662624
98000;3.471950;2.880253;0.000000;1.935036;2.940571;5.390656;30.293913
100000;3.356260;2.810359;0.000000;1.892635;2.866607;5.141015;30.808212
