Chromosome Length: 80
Population Size: 100
Mutation Probability: 0.150000
Crossover Probability: 0.800000
Elitism Rate: 0.150000
Recombination Rate: 0.500000
Additional Parameters:
-gene_mutation_rate: 0.050000
-tournament_size: 2.000000


Test size: 100000
Snapshot Period: 200
Evaluations: 10000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
7800;-0.674164;1.555553;-17.000000;0.000000;0.000000;0.000000;0.000000
8000;-0.673188;1.556455;-17.000000;0.000000;0.000000;0.000000;0.000000
8200;-0.670069;1.554756;-19.000000;0.000000;0.000000;0.000000;0.000000
8400;-0.667582;1.553136;-17.000000;0.000000;0.000000;0.000000;0.000000
8600;-0.666111;1.553104;-18.000000;0.000000;0.000000;0.000000;0.000000
8800;-0.665399;1.553596;-16.000000;0.000000;0.000000;0.000000;0.000000
9000;-0.663707;1.552409;-17.000000;0.000000;0.000000;0.000000;0.000000
9200;-0.663594;1.554346;-16.000000;0.000000;0.000000;0.000000;0.000000
9400;-0.661554;1.552146;-17.000000;0.000000;0.000000;0.000000;0.000000
9600;-0.660944;1.556067;-17.000000;0.000000;0.000000;0.000000;0.000000
9800;-0.661546;1.553217;-18.000000;0.000000;0.000000;0.000000;0.000000
10000;-0.661635;1.553965;-16.000000;0.000000;0.000000;0.000000;0.000000
DIVERSITY STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
0;1980.342773;3.152652;1964.033691;1977.989014;1980.177002;1982.194702;1990.163940
200;1831.995728;30.777042;1584.604492;1813.886719;1835.123169;1853.785034;1923.596436
400;1472.869629;140.347260;364.384155;1402.367554;1493.872925;1569.454224;1790.751953
600;1195.438354;153.601883;300.158203;1109.226440;1217.668701;1304.816895;1612.440186
800;924.523987;143.020950;220.579147;836.015747;936.704102;1026.278320;1373.825928
1000;710.608398;129.792511;141.816254;625.616516;716.000366;801.095581;1244.401367
1200;553.899780;114.806831;116.247887;476.764282;556.026978;632.874390;1030.229980
1400;421.061951;95.882278;84.078720;355.258087;421.131500;486.500031;834.338867
1600;310.027893;79.634903;55.889065;254.819672;308.014069;363.453583;659.137939
1800;225.289627;66.091324;24.629602;178.655533;222.525146;269.083069;546.842346
2000;160.494675;53.478825;12.810098;122.408722;157.532501;195.291565;417.184540
2200;110.793251;42.174419;10.890079;79.837753;106.998398;138.030060;334.777924
2400;77.419823;31.863699;9.900044;53.599304;72.638023;96.777756;292.536957
2600;59.104198;23.446108;6.930024;42.389179;54.798897;71.889206;207.663086
2800;50.553730;18.097507;6.930022;38.428944;47.929115;59.928589;195.970856
3000;46.889771;15.385148;5.940010;36.508793;45.238914;55.158291;170.004669
3200;45.132301;14.129398;4.929970;35.538857;43.438522;53.118759;161.909531
3400;44.210232;13.384196;5.940004;35.479122;43.298893;52.089207;148.247040
3600;43.576851;12.837628;7.920029;35.399899;42.409187;51.218224;156.951447
3800;43.100109;12.418213;6.930013;34.568817;42.349285;50.929443;139.077484
4000;42.742020;12.140080;8.870041;34.529297;42.289215;50.208981;144.168030
4200;42.368641;11.896372;5.939996;34.508961;41.458641;50.109138;135.238800
4400;42.285599;11.692197;4.949986;34.509380;41.459167;50.048431;132.828110
4600;41.942101;11.637985;6.910002;34.469139;41.398880;49.238804;136.839050
4800;41.871929;11.482899;4.949995;34.469326;41.398682;49.218819;120.618629
5000;41.705589;11.316295;4.929999;34.469170;41.359146;49.179409;125.316032
5200;41.594330;11.214679;4.949979;34.449329;41.359104;49.139072;116.886520
5400;41.461369;11.151842;4.929990;34.409012;41.338615;49.099072;125.746605
5600;41.292740;11.068092;7.900036;34.369225;41.279423;48.309196;109.185448
5800;41.308998;11.017797;4.949998;33.599110;41.299110;48.348351;106.686340
6000;41.259750;10.965998;4.949990;33.599403;41.279148;48.309158;113.289040
6200;41.149632;10.951693;3.959983;33.579159;41.219498;48.288292;124.199303
6400;41.192070;10.908127;5.920011;33.599091;41.279213;48.288673;116.225540
6600;41.113289;10.862114;4.949985;33.579094;41.239426;48.268738;99.107788
6800;41.086472;10.848407;3.959990;33.578827;41.259106;48.269096;105.527023
7000;40.986671;10.814958;0.000000;33.559315;40.468922;48.247856;107.847679
7200;41.041988;10.797296;7.920022;33.579071;40.508499;48.248985;107.086861
7400;40.946800;10.732490;3.959991;33.559326;40.449173;48.228493;102.167107
7600;40.928848;10.745171;3.959991;33.559044;40.468994;48.229050;105.497757
7800;40.889671;10.692161;6.930024;33.559284;40.468857;48.209122;97.417282
8000;40.978790;10.725503;5.940001;33.578518;40.469017;48.228909;102.626762
8200;40.891392;10.722766;4.950000;33.559322;40.449131;48.208977;107.245201
8400;40.861752;10.691352;4.950005;33.559216;40.448895;48.208660;99.597031
8600;40.856461;10.709024;6.930020;33.558777;40.448238;48.209312;91.026566
8800;40.886261;10.688633;5.940005;33.559052;40.448875;48.228260;97.246887
9000;40.868240;10.674573;6.910011;33.559219;40.448929;48.209244;105.717201
9200;40.907219;10.705015;3.959984;33.559124;40.449409;48.228729;107.317017
9400;40.812359;10.649695;2.970002;33.558876;40.448547;48.189854;95.937775
9600;40.822689;10.602983;5.939993;33.558926;40.449043;48.189095;94.868034
9800;40.899990;10.655897;4.949981;33.559570;40.449215;48.209240;92.156258
10000;40.939468;10.690722;2.969995;33.578896;40.468906;48.229198;95.717239
