Chromosome Length: 5
Population Size: 100
Mutation Probability: 0.050000
Crossover Probability: 0.800000
Elitism Rate: 0.050000
Recombination Rate: 0.300000
Additional Parameters:
-crossover_ratio: 0.250000
-gene_mutation_rate: 0.050000
-range_max: 5.120000
-range_min: -5.120000
-relative_mutation_size: 0.050000
-tournament_size: 3.000000


Test size: 100000
Snapshot Period: 1000
Evaluations: 50000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
33000;-1.072386;2.310463;-85.486725;-1.990017;-0.000313;-0.000092;-0.000000
34000;-1.070248;2.299727;-90.054459;-1.990013;-0.000313;-0.000092;-0.000000
35000;-1.072110;2.314986;-104.462326;-1.990013;-0.000309;-0.000092;-0.000000
36000;-1.071519;2.307458;-87.112679;-1.990013;-0.000305;-0.000092;-0.000000
37000;-1.068444;2.292714;-92.804871;-1.990009;-0.000305;-0.000092;-0.000000
38000;-1.067663;2.288193;-85.039825;-1.990009;-0.000301;-0.000092;-0.000000
39000;-1.067157;2.287740;-93.236137;-1.990005;-0.000298;-0.000092;-0.000000
40000;-1.067340;2.285669;-88.946915;-1.990005;-0.000298;-0.000088;-0.000000
41000;-1.065439;2.283524;-85.385956;-1.990002;-0.000298;-0.000088;-0.000000
42000;-1.065253;2.279418;-88.514236;-1.990002;-0.000294;-0.000088;-0.000000
43000;-1.064684;2.272654;-98.617569;-1.989998;-0.000290;-0.000088;-0.000000
44000;-1.063643;2.268580;-87.449287;-1.989998;-0.000290;-0.000088;-0.000000
45000;-1.063631;2.270820;-88.698059;-1.989998;-0.000290;-0.000084;-0.000000
46000;-1.062888;2.273573;-93.978462;-1.989998;-0.000286;-0.000084;-0.000000
47000;-1.062353;2.271057;-90.644463;-1.989994;-0.000282;-0.000084;-0.000000
48000;-1.060054;2.257494;-90.171677;-1.989990;-0.000282;-0.000084;-0.000000
49000;-1.058428;2.247748;-89.429794;-1.989990;-0.000282;-0.000084;-0.000000
50000;-1.060404;2.260875;-90.125351;-1.989990;-0.000278;-0.000084;-0.000000
DIVERSITY STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
0;4326.260254;174.955978;3549.801025;4207.487793;4325.531250;4443.578125;5092.875977
1000;170.270813;120.000397;5.486851;83.697815;142.614899;225.846924;1550.414429
2000;67.003998;63.177483;0.000000;28.230976;52.810951;82.352539;989.150024
3000;45.226521;48.064404;0.000000;13.426500;30.290054;65.264709;720.212524
4000;37.728481;40.674641;0.000000;12.607251;16.853809;60.638145;830.591248
5000;32.050629;35.983440;0.000000;11.063038;15.145884;53.374168;586.721985
6000;24.383360;32.560284;0.000000;4.964988;12.144976;35.591557;569.314026
7000;16.274561;27.962400;0.000000;0.402195;5.427185;15.733980;371.672150
8000;10.084290;22.660482;0.000000;0.172757;0.895398;9.044449;340.368622
9000;6.272680;17.638870;0.000000;0.094678;0.491815;3.766058;361.114014
10000;4.128710;13.401654;0.000000;0.061896;0.396124;2.169986;301.231354
11000;2.998870;10.677745;0.000000;0.040532;0.346489;1.630045;254.635925
12000;2.393350;9.155868;0.000000;0.031607;0.320018;1.402467;290.136353
13000;1.982860;7.770010;0.000000;0.019730;0.301098;1.238220;249.294174
14000;1.741100;7.171764;0.000000;0.013927;0.287921;1.140705;353.820526
15000;1.583680;6.699549;0.000000;0.011583;0.276078;1.059292;273.297180
16000;1.506510;6.380701;0.000000;0.007130;0.267793;1.015126;242.968124
17000;1.422140;6.228894;0.000000;0.003737;0.256205;0.974201;257.685211
18000;1.339830;5.866704;0.000000;0.002161;0.250764;0.924548;246.484879
19000;1.301190;5.811963;0.000000;0.000961;0.245299;0.895040;258.213684
20000;1.250560;5.725411;0.000000;0.000542;0.242864;0.875321;247.831772
21000;1.214820;5.546651;0.000000;0.000201;0.237774;0.838666;258.262665
22000;1.191470;5.537065;0.000000;0.000000;0.231951;0.819338;238.460709
23000;1.171510;5.652672;0.000000;0.000000;0.228319;0.804067;257.027100
24000;1.119950;5.295972;0.000000;0.000000;0.222501;0.778217;202.625519
25000;1.083280;5.227569;0.000000;0.000000;0.222930;0.768342;252.713547
26000;1.051210;5.136658;0.000000;0.000000;0.221679;0.760985;309.319092
27000;1.068030;5.372016;0.000000;0.000000;0.218921;0.740725;221.940170
28000;1.037010;5.120230;0.000000;0.000000;0.214998;0.729541;222.178040
29000;1.024520;5.319031;0.000000;0.000000;0.212926;0.704525;223.169022
30000;0.999100;5.145930;0.000000;0.000000;0.209737;0.704576;222.063126
31000;0.977210;5.011881;0.000000;0.000000;0.208641;0.690522;253.287338
32000;0.969930;4.967235;0.000000;0.000000;0.204415;0.684889;242.211533
33000;0.962190;5.069291;0.000000;0.000000;0.203831;0.672378;249.115646
34000;0.913590;4.685396;0.000000;0.000000;0.202058;0.660416;297.652039
35000;0.908360;4.826885;0.000000;0.000000;0.199662;0.656250;269.135071
36000;0.903120;4.701527;0.000000;0.000000;0.199738;0.651758;209.889999
37000;0.893140;4.674975;0.000000;0.000000;0.197538;0.645213;203.770660
38000;0.868570;4.532482;0.000000;0.000000;0.196057;0.638994;291.720123
39000;0.868370;4.591056;0.000000;0.000000;0.193329;0.629738;267.322266
40000;0.874350;4.718966;0.000000;0.000000;0.194043;0.626361;235.952209
41000;0.850590;4.612818;0.000000;0.000000;0.191469;0.628051;257.211609
42000;0.831190;4.491271;0.000000;0.000000;0.188874;0.612819;283.454590
43000;0.832070;4.468640;0.000000;0.000000;0.187824;0.612395;238.344009
44000;0.821670;4.486802;0.000000;0.000000;0.188954;0.605517;285.694885
45000;0.822410;4.426023;0.000000;0.000000;0.187781;0.597972;213.570282
46000;0.809790;4.466247;0.000000;0.000000;0.184022;0.589208;231.617218
47000;0.812900;4.654329;0.000000;0.000000;0.183682;0.590150;277.767975
48000;0.790380;4.359588;0.000000;0.000000;0.181794;0.579920;239.132385
49000;0.765710;4.179727;0.000000;0.000000;0.182982;0.580928;229.430176
50000;0.771080;4.192571;0.000000;0.000000;0.182203;0.581006;240.280640
