Chromosome Length: 5
Population Size: 100
Mutation Probability: 0.150000
Crossover Probability: 0.600000
Elitism Rate: 0.150000
Recombination Rate: 0.000000
Additional Parameters:
-crossover_ratio: 0.250000
-gene_mutation_rate: 0.150000
-range_max: 5.120000
-range_min: -5.120000
-relative_mutation_size: 0.100000
-tournament_size: 2.000000


Test size: 100000
Snapshot Period: 1000
Evaluations: 50000


FITNESS STATS:
Evaluations;Average;Standard Deviation;Min;Q1;Median(Q2);Q3;Max
3000;12.319590;12.538045;0.000007;4.148169;7.105929;19.284140;159.623169
4000;8.674840;9.629136;0.000000;3.521795;5.295839;10.072447;128.999847
5000;6.204510;6.828644;0.000014;3.194926;4.588645;6.669315;109.920670
6000;4.892020;4.802091;0.000000;3.036430;4.308691;5.906389;67.983467
7000;4.216830;3.371946;0.000000;2.968678;4.169988;5.585865;62.380199
8000;3.936960;2.602932;0.000000;2.922637;4.106647;5.470841;55.581234
9000;3.834170;2.197649;0.000000;2.921099;4.093530;5.433248;45.050953
10000;3.773860;2.023879;0.000000;2.908571;4.069057;5.404153;40.187550
11000;3.761540;1.962180;0.000000;2.907331;4.069738;5.396071;29.562099
12000;3.766990;1.956115;0.000000;2.903656;4.075061;5.412431;29.956215
13000;3.755250;1.921119;0.000000;2.910625;4.070008;5.399611;22.540293
14000;3.757630;1.925450;0.000000;2.908988;4.073686;5.403358;16.241240
15000;3.758950;1.931112;0.000000;2.896194;4.073759;5.412137;15.583613
16000;3.754190;1.918786;0.000000;2.903382;4.078810;5.397779;14.207846
17000;3.753860;1.922582;0.000000;2.905439;4.075337;5.394609;16.005989
18000;3.749190;1.921437;0.000000;2.893854;4.072847;5.395884;17.727448
19000;3.748060;1.915275;0.000000;2.904204;4.068421;5.392773;15.860034
20000;3.750310;1.923067;0.000000;2.899288;4.069873;5.396058;14.962354
21000;3.744330;1.912334;0.000000;2.897490;4.068721;5.382959;13.876879
22000;3.757880;1.921875;0.000000;2.905312;4.076710;5.398394;17.650797
23000;3.761370;1.921709;0.000000;2.915342;4.080151;5.397304;16.634382
24000;3.753630;1.926632;0.000000;2.898764;4.061803;5.395860;15.620749
25000;3.760190;1.919041;0.000000;2.914772;4.076857;5.407789;15.634624
26000;3.749080;1.925748;0.000000;2.903338;4.068565;5.391481;15.480182
27000;3.745800;1.916280;0.000000;2.907079;4.070908;5.375329;15.365692
28000;3.746910;1.923156;0.000000;2.898705;4.061669;5.392272;16.552826
29000;3.747060;1.924131;0.000000;2.892911;4.067037;5.390161;15.140629
30000;3.753010;1.918916;0.000000;2.908792;4.074827;5.391815;14.779737
31000;3.757040;1.922306;0.000000;2.912866;4.073216;5.399737;14.825128
32000;3.758700;1.928832;0.000000;2.903603;4.072763;5.407898;14.717578
33000;3.759440;1.926292;0.000000;2.904200;4.075198;5.400277;15.883422
34000;3.752050;1.926248;0.000000;2.897052;4.069294;5.388984;15.365917
35000;3.743720;1.915871;0.000000;2.894409;4.056943;5.387618;16.850435
36000;3.755130;1.930942;0.000000;2.903354;4.067994;5.400378;14.753519
37000;3.748340;1.921049;0.000000;2.903151;4.065390;5.387628;15.248332
38000;3.750240;1.926282;0.000000;2.899406;4.061739;5.393742;15.128672
39000;3.759560;1.921142;0.000000;2.916941;4.073128;5.383657;18.210976
40000;3.752260;1.920565;0.000000;2.907938;4.071789;5.395875;14.666874
41000;3.760330;1.922962;0.000000;2.916588;4.077628;5.402216;14.912004
42000;3.749410;1.930146;0.000000;2.891517;4.060032;5.404800;16.819811
43000;3.747530;1.919867;0.000000;2.903881;4.064492;5.389485;14.805058
44000;3.756440;1.919225;0.000000;2.916920;4.076110;5.410192;16.904312
45000;3.757080;1.921669;0.000000;2.918784;4.074870;5.395183;15.658099
46000;3.762260;1.921219;0.000000;2.916472;4.084423;5.405788;14.384397
47000;3.752340;1.925588;0.000000;2.894748;4.073297;5.395998;16.055761
48000;3.756290;1.925408;0.000000;2.914218;4.073502;5.403384;15.484285
49000;3.764850;1.925689;0.000000;2.910611;4.081500;5.404814;14.208222
50000;3.757560;1.922140;0.000000;2.906974;4.071911;5.403506;14.241814
